conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,text_casefolded,stopwords_removal
1976326435020398607,Thu Oct 09 16:38:35 +0000 2025,1,FAM ni baik bubarkan je.. lagi bagus sukan bola sepak tu sepak kat tepi je.. sukan yng menelan bnyk belanja tapi satu habuk tak bawak apa apa kebaikan kat negara.. gi angkat rugbi malaysia ke hoki ke.. lagi baik lagi bagus,1976326435020398607,,,in,,0,0,0,https://x.com/undefined/status/1976326435020398607,202474881,,fam ni baik bubarkan je.. lagi bagus sukan bola sepak tu sepak kat tepi je.. sukan yng menelan bnyk belanja tapi satu habuk tak bawak apa apa kebaikan kat negara.. gi angkat rugbi malaysia ke hoki ke.. lagi baik lagi bagus,fam ni baik bubarkan je lagi bagus sukan bola sepak tu sepak kat tepi je sukan yng menelan bnyk belanja tapi satu habuk tak bawak apa apa kebaikan kat negara gi angkat rugbi malaysia ke hoki ke lagi baik lagi bagus
1976321981038661782,Thu Oct 09 16:20:53 +0000 2025,5,Isu pendaftaran pemain yang melanda Persatuan Bolasepak Malaysia (FAM) tidak menjejaskan semangat skuad kebangsaan apabila menewaskan Laos 3-0 pada perlawanan ketiga Kumpulan F pusingan Kelayakan Piala Asia 2027 di Vientiane malam ini. Tiga gol skuad Harimau Malaya dijaringkan https://t.co/gNJYVfkNmU,1976321981038661782,https://pbs.twimg.com/media/G21OXPRawAAQB7B.jpg,,in,,0,0,1,https://x.com/undefined/status/1976321981038661782,497665754,,isu pendaftaran pemain yang melanda persatuan bolasepak malaysia (fam) tidak menjejaskan semangat skuad kebangsaan apabila menewaskan laos 3-0 pada perlawanan ketiga kumpulan f pusingan kelayakan piala asia 2027 di vientiane malam ini. tiga gol skuad harimau malaya dijaringkan https://t.co/gnjyvfknmu,isu pendaftaran pemain yang melanda persatuan bolasepak malaysia fam tidak menjejaskan semangat skuad kebangsaan apabila menewaskan laos  pada perlawanan ketiga kumpulan f pusingan kelayakan piala asia  di vientiane malam ini tiga gol skuad harimau malaya dijaringkan httpstcognjyvfknmu
1976212107080462811,Thu Oct 09 15:41:03 +0000 2025,0,@PartaiSocmed FAM Malaysia aja kena skandal dokumen palsu utk naturalisasi pemainnya. Gmn Idn nanti lah kan pemainnya hampir 80% pemain aturalisasi??,1976311956152910130,,PartaiSocmed,in,,0,2,0,https://x.com/undefined/status/1976311956152910130,1645925382347173888,,@partaisocmed fam malaysia aja kena skandal dokumen palsu utk naturalisasi pemainnya. gmn idn nanti lah kan pemainnya hampir 80% pemain aturalisasi??,partaisocmed fam malaysia aja kena skandal dokumen palsu utk naturalisasi pemainnya gmn idn nanti lah kan pemainnya hampir  pemain aturalisasi
1975738103169257515,Thu Oct 09 15:18:22 +0000 2025,0,@E_Blackbeard @FIFAcom @theafcdotcom @FAM_Malaysia Biarlah jiran hina kita sepuasnya bagus,1976306248602812738,,E_Blackbeard,in,,0,0,0,https://x.com/undefined/status/1976306248602812738,767897318137790464,,@e_blackbeard @fifacom @theafcdotcom @fam_malaysia biarlah jiran hina kita sepuasnya bagus,eblackbeard fifacom theafcdotcom fammalaysia biarlah jiran hina kita sepuasnya bagus
1976286690806464548,Thu Oct 09 15:07:56 +0000 2025,0,@idextratime Lagian FAM sama TMJ ngadi2. Padahal pemain malaysia bagus2 dan bisa bersaing dengan Vietnam. Malah buru2 pengen dapet pemain naturalisasi dengan cara yang salah.,1976303625812180994,,idextratime,in,,0,0,0,https://x.com/undefined/status/1976303625812180994,1280767193240592384,,@idextratime lagian fam sama tmj ngadi2. padahal pemain malaysia bagus2 dan bisa bersaing dengan vietnam. malah buru2 pengen dapet pemain naturalisasi dengan cara yang salah.,idextratime lagian fam sama tmj ngadi padahal pemain malaysia bagus dan bisa bersaing dengan vietnam malah buru pengen dapet pemain naturalisasi dengan cara yang salah
1976087534259331544,Thu Oct 09 14:51:07 +0000 2025,0,@bitchangel7 @malaysia_nt FIFA memang sanksi FAM &amp; 7 pemain karena dugaan pemalsuan dokumen kewarganegaraan. Pemain diskors 1 tahun FAM didenda. Malaysia apel proses hukum berlanjut sampai Maret 2026. Laga vs Nepal &amp; Vietnam bisa diubah jadi kalah WO jika apel gagal tapi tim masih main kualifikasi,1976299390957744321,,bitchangel7,in,,0,0,0,https://x.com/undefined/status/1976299390957744321,1720665183188922368,,@bitchangel7 @malaysia_nt fifa memang sanksi fam &amp; 7 pemain karena dugaan pemalsuan dokumen kewarganegaraan. pemain diskors 1 tahun fam didenda. malaysia apel proses hukum berlanjut sampai maret 2026. laga vs nepal &amp; vietnam bisa diubah jadi kalah wo jika apel gagal tapi tim masih main kualifikasi,bitchangel malaysiant fifa memang sanksi fam amp  pemain karena dugaan pemalsuan dokumen kewarganegaraan pemain diskors  tahun fam didenda malaysia apel proses hukum berlanjut sampai maret  laga vs nepal amp vietnam bisa diubah jadi kalah wo jika apel gagal tapi tim masih main kualifikasi
1976296700433055897,Thu Oct 09 14:40:25 +0000 2025,0,Kakitangan tu tak sebodoh tu @FAM_Malaysia Malaysians pun tak bodoh mcm korang fikirkan.,1976296700433055897,,,in,,0,0,0,https://x.com/undefined/status/1976296700433055897,1421689117302083590,,kakitangan tu tak sebodoh tu @fam_malaysia malaysians pun tak bodoh mcm korang fikirkan.,kakitangan tu tak sebodoh tu fammalaysia malaysians pun tak bodoh mcm korang fikirkan
1976292622072451107,Thu Oct 09 14:24:13 +0000 2025,1,Isu saman FIFA pada badan bolasepak Malaysia FAM kerana menipu sangat memalukan negara. Tengok gambar pun tak logik team ni nampak macam mewakili Malaysia. Yang peliknya tak ada yg bersalah di Malaysia! https://t.co/4tsunZztIW,1976292622072451107,https://pbs.twimg.com/media/G20zqmqXIAA7JZh.jpg,,in,,0,0,1,https://x.com/undefined/status/1976292622072451107,29955879,,isu saman fifa pada badan bolasepak malaysia fam kerana menipu sangat memalukan negara. tengok gambar pun tak logik team ni nampak macam mewakili malaysia. yang peliknya tak ada yg bersalah di malaysia! https://t.co/4tsunzztiw,isu saman fifa pada badan bolasepak malaysia fam kerana menipu sangat memalukan negara tengok gambar pun tak logik team ni nampak macam mewakili malaysia yang peliknya tak ada yg bersalah di malaysia httpstcotsunzztiw
1976246318864744761,Thu Oct 09 14:17:12 +0000 2025,0,@malaysia_nt BUTOH FAM BANGSAT,1976290855196782850,,malaysia_nt,in,,0,0,0,https://x.com/undefined/status/1976290855196782850,2478388759,,@malaysia_nt butoh fam bangsat,malaysiant butoh fam bangsat
1975517196651839674,Thu Oct 09 14:17:11 +0000 2025,0,@mojasama @FAM_Malaysia Depa ingat kita ni bodoh pultat. Nak spin pun janganla lebi lebih,1976290852101292043,,mojasama,in,,0,0,0,https://x.com/undefined/status/1976290852101292043,2932390856,,@mojasama @fam_malaysia depa ingat kita ni bodoh pultat. nak spin pun janganla lebi lebih,mojasama fammalaysia depa ingat kita ni bodoh pultat nak spin pun janganla lebi lebih
1976287145792041450,Thu Oct 09 14:02:27 +0000 2025,1,Exactly!!! Tak logic okay org amerika latin tiber datang Malaysia cari jodoh pastuh kembangkan fam dekat negara diorg balik ,1976287145792041450,,,in,,0,0,0,https://x.com/undefined/status/1976287145792041450,897660313092333568,,exactly!!! tak logic okay org amerika latin tiber datang malaysia cari jodoh pastuh kembangkan fam dekat negara diorg balik ,exactly tak logic okay org amerika latin tiber datang malaysia cari jodoh pastuh kembangkan fam dekat negara diorg balik 
1976285842294571165,Thu Oct 09 13:57:17 +0000 2025,0,Permohonan tujuh pemain daripada Persatuan Bolasepak Malaysia (FAM) untuk mendapatkan kewarganegaraan diluluskan melalui jalur naturalisasi. #MalaysiaViral #MalaysiaMADANI #GanuKite #KerajaanPerpaduan #KerajaanPrihatin #DemiRakyat #Terengganu #Malaysia https://t.co/jcbHnOLa3B,1976285842294571165,https://pbs.twimg.com/media/G20tfwVaAAIp1WH.jpg,,in,,0,0,0,https://x.com/undefined/status/1976285842294571165,1627009783164436480,,permohonan tujuh pemain daripada persatuan bolasepak malaysia (fam) untuk mendapatkan kewarganegaraan diluluskan melalui jalur naturalisasi. #malaysiaviral #malaysiamadani #ganukite #kerajaanperpaduan #kerajaanprihatin #demirakyat #terengganu #malaysia https://t.co/jcbhnola3b,permohonan tujuh pemain daripada persatuan bolasepak malaysia fam untuk mendapatkan kewarganegaraan diluluskan melalui jalur naturalisasi malaysiaviral malaysiamadani ganukite kerajaanperpaduan kerajaanprihatin demirakyat terengganu malaysia httpstcojcbhnolab
1975738103169257515,Thu Oct 09 13:31:57 +0000 2025,0,@hucingg @E_Blackbeard @FIFAcom @theafcdotcom @FAM_Malaysia setuju,1976279470643593487,,hucingg,in,,0,0,0,https://x.com/undefined/status/1976279470643593487,784330134,,@hucingg @e_blackbeard @fifacom @theafcdotcom @fam_malaysia setuju,hucingg eblackbeard fifacom theafcdotcom fammalaysia setuju
1976277359365157238,Thu Oct 09 13:23:34 +0000 2025,1, Apa yang berlaku dalam bola sepak kita bukan silap @FAM_Malaysia. FAM tu hanya budak yang disuruh. Idea untuk menipu FIFA bukan datang daripada FAM. Orang yang nak menipu FIFA adalah orang yang merasakan dirinya lebih kuat dari FIFA katanya. -Zaid Ibrahim https://t.co/jI2MKmap2W,1976277359365157238,https://pbs.twimg.com/media/G20lyPNaAAcymbw.jpg,,in,,1,0,0,https://x.com/undefined/status/1976277359365157238,1224754577980846082,, apa yang berlaku dalam bola sepak kita bukan silap @fam_malaysia. fam tu hanya budak yang disuruh. idea untuk menipu fifa bukan datang daripada fam. orang yang nak menipu fifa adalah orang yang merasakan dirinya lebih kuat dari fifa katanya. -zaid ibrahim https://t.co/ji2mkmap2w, apa yang berlaku dalam bola sepak kita bukan silap fammalaysia fam tu hanya budak yang disuruh idea untuk menipu fifa bukan datang daripada fam orang yang nak menipu fifa adalah orang yang merasakan dirinya lebih kuat dari fifa katanya zaid ibrahim httpstcojimkmapw
1976275066607526357,Thu Oct 09 13:14:27 +0000 2025,0,Masa zaman TMJ jadi presiden FAM tak pernah pun jadi gangguan siaran waktu perlawanan Malaysia. At least dia bawa perubahan dalam arena bola Malaysia. Kita semua harus bersatu bermula dengan mencari surat beranak nenek nenek kita. https://t.co/VgW275cW7j,1976275066607526357,https://pbs.twimg.com/media/G20jsU1b0AAbF-B.jpg,,in,,0,2,0,https://x.com/undefined/status/1976275066607526357,410021007,,masa zaman tmj jadi presiden fam tak pernah pun jadi gangguan siaran waktu perlawanan malaysia. at least dia bawa perubahan dalam arena bola malaysia. kita semua harus bersatu bermula dengan mencari surat beranak nenek nenek kita. https://t.co/vgw275cw7j,masa zaman tmj jadi presiden fam tak pernah pun jadi gangguan siaran waktu perlawanan malaysia at least dia bawa perubahan dalam arena bola malaysia kita semua harus bersatu bermula dengan mencari surat beranak nenek nenek kita httpstcovgwcwj
1976273992773402960,Thu Oct 09 13:10:11 +0000 2025,0,Gue kirain mah udah 5-0 gitu taunya masih 0-0 malaydesh malaydesh @FAM_Malaysia https://t.co/rrdlcbhTIv,1976273992773402960,https://pbs.twimg.com/media/G20it8nbcAAlytn.jpg,,in,,0,0,0,https://x.com/undefined/status/1976273992773402960,1611398713473388545,,gue kirain mah udah 5-0 gitu taunya masih 0-0 malaydesh malaydesh @fam_malaysia https://t.co/rrdlcbhtiv,gue kirain mah udah  gitu taunya masih  malaydesh malaydesh fammalaysia httpstcorrdlcbhtiv
1976273876582793656,Thu Oct 09 13:09:44 +0000 2025,2,apa benda ni astro? HD nak mampus #afc #fifa #fam laos vs malaysia https://t.co/Fq9nK6GBP9,1976273876582793656,https://pbs.twimg.com/media/G20inifbYAAJmBY.jpg,,in,,0,1,0,https://x.com/undefined/status/1976273876582793656,1783871495523254273,,apa benda ni astro? hd nak mampus #afc #fifa #fam laos vs malaysia https://t.co/fq9nk6gbp9,apa benda ni astro hd nak mampus afc fifa fam laos vs malaysia httpstcofqnkgbp
1976270565267939806,Thu Oct 09 12:56:34 +0000 2025,2,FAM Kencing Berdiri BOB Kencing Berlari 2 Bob The Builder Bob The Rigger Detik terburuk dalam sejarah bola sepak Malaysia 1994 Skandal mengatur perlawanan Penghinaan Piala Asia 2007 2008 ke-170 dalam ranking FIFA 2015 kekalahan 10-0 kepada UAE 2018 ke-178 dalam ran https://t.co/C8DgYioVf7,1976270565267939806,https://pbs.twimg.com/media/G20e78maAAM6qiW.jpg,,in,,0,1,0,https://x.com/undefined/status/1976270565267939806,1424079319366705156,,fam kencing berdiri bob kencing berlari 2 bob the builder bob the rigger detik terburuk dalam sejarah bola sepak malaysia 1994 skandal mengatur perlawanan penghinaan piala asia 2007 2008 ke-170 dalam ranking fifa 2015 kekalahan 10-0 kepada uae 2018 ke-178 dalam ran https://t.co/c8dgyiovf7,fam kencing berdiri bob kencing berlari  bob the builder bob the rigger detik terburuk dalam sejarah bola sepak malaysia  skandal mengatur perlawanan penghinaan piala asia   ke dalam ranking fifa  kekalahan  kepada uae  ke dalam ran httpstcocdgyiovf
1976267584753512739,Thu Oct 09 12:44:44 +0000 2025,0,Mengikuti perkembangan kasus pemalsuan dokumen kelahiran kakek nenek 7 pemain naturalisasi Malaysia sudah terang benderang ketahuan pemalsuan dokumen lahir tapi tidak pemerintah maupun FAM mengaku salah dan bertanggung jawab. Sorotan dunia ternyata tidak menyadarkan mereka.,1976267584753512739,,,in,,0,0,0,https://x.com/undefined/status/1976267584753512739,528249907,,mengikuti perkembangan kasus pemalsuan dokumen kelahiran kakek nenek 7 pemain naturalisasi malaysia sudah terang benderang ketahuan pemalsuan dokumen lahir tapi tidak pemerintah maupun fam mengaku salah dan bertanggung jawab. sorotan dunia ternyata tidak menyadarkan mereka.,mengikuti perkembangan kasus pemalsuan dokumen kelahiran kakek nenek  pemain naturalisasi malaysia sudah terang benderang ketahuan pemalsuan dokumen lahir tapi tidak pemerintah maupun fam mengaku salah dan bertanggung jawab sorotan dunia ternyata tidak menyadarkan mereka
1976265097120276971,Thu Oct 09 12:34:51 +0000 2025,0,Apa yg hina sgt astro .. nampak beli siaran laos Korang fikir sendiri la Sikap cmni trnyata nampak korang korup .. sorry to say la .. #astro #malaysia #fam #laos #asiacup2027 #fifa,1976265097120276971,,,in,,0,0,0,https://x.com/undefined/status/1976265097120276971,776496161108529152,,apa yg hina sgt astro .. nampak beli siaran laos korang fikir sendiri la sikap cmni trnyata nampak korang korup .. sorry to say la .. #astro #malaysia #fam #laos #asiacup2027 #fifa,apa yg hina sgt astro  nampak beli siaran laos korang fikir sendiri la sikap cmni trnyata nampak korang korup  sorry to say la  astro malaysia fam laos asiacup fifa
1976260307703169322,Thu Oct 09 12:15:49 +0000 2025,0,boleh kata incident fam tok agak mengganggu moral dak pemain malaysia nektok,1976260307703169322,,,in,,0,0,0,https://x.com/undefined/status/1976260307703169322,1319652447929823238,,boleh kata incident fam tok agak mengganggu moral dak pemain malaysia nektok,boleh kata incident fam tok agak mengganggu moral dak pemain malaysia nektok
1976259248259735839,Thu Oct 09 12:11:36 +0000 2025,3,Better duit FAM bola Malaysia tu bagi kat badminton sepak takraw berbasikal,1976259248259735839,,,in,,0,0,0,https://x.com/undefined/status/1976259248259735839,1697248658524418048,,better duit fam bola malaysia tu bagi kat badminton sepak takraw berbasikal,better duit fam bola malaysia tu bagi kat badminton sepak takraw berbasikal
1976241427924590610,Thu Oct 09 12:06:18 +0000 2025,4,@malaysia_nt @FAM_Malaysia live pakai 3gp ke siaa,1976257915804918175,,malaysia_nt,in,,0,0,0,https://x.com/undefined/status/1976257915804918175,527625026,,@malaysia_nt @fam_malaysia live pakai 3gp ke siaa,malaysiant fammalaysia live pakai gp ke siaa
1976241427924590610,Thu Oct 09 12:03:28 +0000 2025,0,@malaysia_nt @FAM_Malaysia Akhirnya ada nama Nazmi Faiz. Prestasi dalam liga cukup konsisten,1976257201317523641,,malaysia_nt,in,,0,0,0,https://x.com/undefined/status/1976257201317523641,77430016,,@malaysia_nt @fam_malaysia akhirnya ada nama nazmi faiz. prestasi dalam liga cukup konsisten,malaysiant fammalaysia akhirnya ada nama nazmi faiz prestasi dalam liga cukup konsisten
