conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,text_casefolded,stopwords_removal,tokenize_text,stemmed_text,bi_gram,tri_gram
1979799000456011868,Sun Oct 19 06:37:21 +0000 2025,0,Sukan SEA bagi edisi ke-33 ini akan berlangsung di Bangkok Chonburi Songkhla dan juga Chiang Mai (Bola Sepak Lelaki Kumpulan B &amp; C) pada Disember ini. #FAM #HarimauMalaya #SEAGames2025,1979799007850594666,,FAM_Malaysia,in,,0,0,0,https://x.com/undefined/status/1979799007850594666,3191632944,,sukan sea bagi edisi ke-33 ini akan berlangsung di bangkok chonburi songkhla dan juga chiang mai (bola sepak lelaki kumpulan b &amp; c) pada disember ini. #fam #harimaumalaya #seagames2025,sukan sea bagi edisi ke ini akan berlangsung di bangkok chonburi songkhla dan juga chiang mai bola sepak lelaki kumpulan b amp c pada disember ini fam harimaumalaya seagames,"['sukan', 'sea', 'bagi', 'edisi', 'ke', 'ini', 'akan', 'berlangsung', 'di', 'bangkok', 'chonburi', 'songkhla', 'dan', 'juga', 'chiang', 'mai', 'bola', 'sepak', 'lelaki', 'kumpulan', 'b', 'amp', 'c', 'pada', 'disember', 'ini', 'fam', 'harimaumalaya', 'seagames']",sukan sea bagi edisi ke ini akan langsung di bangkok chonburi songkhla dan juga chiang mai bola sepak lelaki kumpul b amp c pada sember ini fam harimaumalaya seagames,"['sukan sea', 'sea bagi', 'bagi edisi', 'edisi ke', 'ke ini', 'ini akan', 'akan langsung', 'langsung di', 'di bangkok', 'bangkok chonburi', 'chonburi songkhla', 'songkhla dan', 'dan juga', 'juga chiang', 'chiang mai', 'mai bola', 'bola sepak', 'sepak lelaki', 'lelaki kumpul', 'kumpul b', 'b amp', 'amp c', 'c pada', 'pada sember', 'sember ini', 'ini fam', 'fam harimaumalaya', 'harimaumalaya seagames']","['sukan sea bagi', 'sea bagi edisi', 'bagi edisi ke', 'edisi ke ini', 'ke ini akan', 'ini akan langsung', 'akan langsung di', 'langsung di bangkok', 'di bangkok chonburi', 'bangkok chonburi songkhla', 'chonburi songkhla dan', 'songkhla dan juga', 'dan juga chiang', 'juga chiang mai', 'chiang mai bola', 'mai bola sepak', 'bola sepak lelaki', 'sepak lelaki kumpul', 'lelaki kumpul b', 'kumpul b amp', 'b amp c', 'amp c pada', 'c pada sember', 'pada sember ini', 'sember ini fam', 'ini fam harimaumalaya', 'fam harimaumalaya seagames']"
1979799000456011868,Sun Oct 19 06:37:19 +0000 2025,4,Keputusan undian Sukan SEA 2025 Thailand bagi empat acara berpasukan iaitu bola sepak lelaki (B-23) bola sepak wanita futsal lelaki dan futsal wanita sebentar tadi yang membabitkan pasukan Malaysia. #FAM #HarimauMalaya #SEAGames2025 https://t.co/dkaDyY79tv,1979799000456011868,https://pbs.twimg.com/media/G3moq43W4AAwAZp.jpg,,in,,0,1,4,https://x.com/undefined/status/1979799000456011868,3191632944,,keputusan undian sukan sea 2025 thailand bagi empat acara berpasukan iaitu bola sepak lelaki (b-23) bola sepak wanita futsal lelaki dan futsal wanita sebentar tadi yang membabitkan pasukan malaysia. #fam #harimaumalaya #seagames2025 https://t.co/dkadyy79tv,keputusan undian sukan sea  thailand bagi empat acara berpasukan iaitu bola sepak lelaki b bola sepak wanita futsal lelaki dan futsal wanita sebentar tadi yang membabitkan pasukan malaysia fam harimaumalaya seagames httpstcodkadyytv,"['keputusan', 'undian', 'sukan', 'sea', 'thailand', 'bagi', 'empat', 'acara', 'berpasukan', 'iaitu', 'bola', 'sepak', 'lelaki', 'b', 'bola', 'sepak', 'wanita', 'futsal', 'lelaki', 'dan', 'futsal', 'wanita', 'sebentar', 'tadi', 'yang', 'membabitkan', 'pasukan', 'malaysia', 'fam', 'harimaumalaya', 'seagames', 'httpstcodkadyytv']",putus undi sukan sea thailand bagi empat acara pasu iaitu bola sepak lelaki b bola sepak wanita futsal lelaki dan futsal wanita sebentar tadi yang babit pasu malaysia fam harimaumalaya seagames httpstcodkadyytv,"['putus undi', 'undi sukan', 'sukan sea', 'sea thailand', 'thailand bagi', 'bagi empat', 'empat acara', 'acara pasu', 'pasu iaitu', 'iaitu bola', 'bola sepak', 'sepak lelaki', 'lelaki b', 'b bola', 'bola sepak', 'sepak wanita', 'wanita futsal', 'futsal lelaki', 'lelaki dan', 'dan futsal', 'futsal wanita', 'wanita sebentar', 'sebentar tadi', 'tadi yang', 'yang babit', 'babit pasu', 'pasu malaysia', 'malaysia fam', 'fam harimaumalaya', 'harimaumalaya seagames', 'seagames httpstcodkadyytv']","['putus undi sukan', 'undi sukan sea', 'sukan sea thailand', 'sea thailand bagi', 'thailand bagi empat', 'bagi empat acara', 'empat acara pasu', 'acara pasu iaitu', 'pasu iaitu bola', 'iaitu bola sepak', 'bola sepak lelaki', 'sepak lelaki b', 'lelaki b bola', 'b bola sepak', 'bola sepak wanita', 'sepak wanita futsal', 'wanita futsal lelaki', 'futsal lelaki dan', 'lelaki dan futsal', 'dan futsal wanita', 'futsal wanita sebentar', 'wanita sebentar tadi', 'sebentar tadi yang', 'tadi yang babit', 'yang babit pasu', 'babit pasu malaysia', 'pasu malaysia fam', 'malaysia fam harimaumalaya', 'fam harimaumalaya seagames', 'harimaumalaya seagames httpstcodkadyytv']"
1979798654887338137,Sun Oct 19 06:35:56 +0000 2025,1,semua berhenti saja. ada pun semua bangsat jaga kote sendiri @FAM_Malaysia,1979798654887338137,,,in,,0,0,0,https://x.com/undefined/status/1979798654887338137,85836473,,semua berhenti saja. ada pun semua bangsat jaga kote sendiri @fam_malaysia,semua berhenti saja ada pun semua bangsat jaga kote sendiri fammalaysia,"['semua', 'berhenti', 'saja', 'ada', 'pun', 'semua', 'bangsat', 'jaga', 'kote', 'sendiri', 'fammalaysia']",semua henti saja ada pun semua bangsat jaga kote sendiri fammalaysia,"['semua henti', 'henti saja', 'saja ada', 'ada pun', 'pun semua', 'semua bangsat', 'bangsat jaga', 'jaga kote', 'kote sendiri', 'sendiri fammalaysia']","['semua henti saja', 'henti saja ada', 'saja ada pun', 'ada pun semua', 'pun semua bangsat', 'semua bangsat jaga', 'bangsat jaga kote', 'jaga kote sendiri', 'kote sendiri fammalaysia']"
1979772639586766977,Sun Oct 19 04:52:34 +0000 2025,0,FAM bola-bola Malaysia 🇲🇾 Bola-bola yang sedap dimakan https://t.co/2Nc1Ck02tZ,1979772639586766977,,,in,,0,0,0,https://x.com/undefined/status/1979772639586766977,1836621239936520195,,fam bola-bola malaysia 🇲🇾 bola-bola yang sedap dimakan https://t.co/2nc1ck02tz,fam bolabola malaysia  bolabola yang sedap dimakan httpstconccktz,"['fam', 'bolabola', 'malaysia', 'bolabola', 'yang', 'sedap', 'dimakan', 'httpstconccktz']",fam bolabola malaysia bolabola yang sedap makan httpstconccktz,"['fam bolabola', 'bolabola malaysia', 'malaysia bolabola', 'bolabola yang', 'yang sedap', 'sedap makan', 'makan httpstconccktz']","['fam bolabola malaysia', 'bolabola malaysia bolabola', 'malaysia bolabola yang', 'bolabola yang sedap', 'yang sedap makan', 'sedap makan httpstconccktz']"
1979405511620727125,Sun Oct 19 04:49:36 +0000 2025,0,@Madaniisamyth @FAM_Malaysia Kenapa la hati kamu ni busuk sangat. Bukan tempatnya nak menyindir,1979771895731118467,,Madaniisamyth,in,,0,0,0,https://x.com/undefined/status/1979771895731118467,1617453435611385859,,@madaniisamyth @fam_malaysia kenapa la hati kamu ni busuk sangat. bukan tempatnya nak menyindir,madaniisamyth fammalaysia kenapa la hati kamu ni busuk sangat bukan tempatnya nak menyindir,"['madaniisamyth', 'fammalaysia', 'kenapa', 'la', 'hati', 'kamu', 'ni', 'busuk', 'sangat', 'bukan', 'tempatnya', 'nak', 'menyindir']",madaniisamyth fammalaysia kenapa la hati kamu ni busuk sangat bukan tempat nak sindir,"['madaniisamyth fammalaysia', 'fammalaysia kenapa', 'kenapa la', 'la hati', 'hati kamu', 'kamu ni', 'ni busuk', 'busuk sangat', 'sangat bukan', 'bukan tempat', 'tempat nak', 'nak sindir']","['madaniisamyth fammalaysia kenapa', 'fammalaysia kenapa la', 'kenapa la hati', 'la hati kamu', 'hati kamu ni', 'kamu ni busuk', 'ni busuk sangat', 'busuk sangat bukan', 'sangat bukan tempat', 'bukan tempat nak', 'tempat nak sindir']"
1979766348864709015,Sun Oct 19 04:27:34 +0000 2025,2,Keputusan Kejohanan Futsal B-19 Kebangsaan 2025 Hari Perlawanan 3 | Ahad 19 Oktober 2025 TERENGGANU 0-5 PJ CHAMPZ MOTA ️ Azarif Ahmad 5' Iman Firdaus Faizal 6' Iman Zakry Haffiz 11' Ahmad Sidqi Syahmie Sirajuddin 33' Darwisy Irfan Harmie 36' #FAM #HarimauMalaya #Futsal https://t.co/IZuVx9oj25,1979766348864709015,https://pbs.twimg.com/media/G3mK-81XcAAnVN3.jpg,,in,,0,0,0,https://x.com/undefined/status/1979766348864709015,3191632944,,keputusan kejohanan futsal b-19 kebangsaan 2025 hari perlawanan 3 | ahad 19 oktober 2025 terengganu 0-5 pj champz mota ️ azarif ahmad 5' iman firdaus faizal 6' iman zakry haffiz 11' ahmad sidqi syahmie sirajuddin 33' darwisy irfan harmie 36' #fam #harimaumalaya #futsal https://t.co/izuvx9oj25,keputusan kejohanan futsal b kebangsaan  hari perlawanan   ahad  oktober  terengganu  pj champz mota  azarif ahmad  iman firdaus faizal  iman zakry haffiz  ahmad sidqi syahmie sirajuddin  darwisy irfan harmie  fam harimaumalaya futsal httpstcoizuvxoj,"['keputusan', 'kejohanan', 'futsal', 'b', 'kebangsaan', 'hari', 'perlawanan', 'ahad', 'oktober', 'terengganu', 'pj', 'champz', 'mota', 'azarif', 'ahmad', 'iman', 'firdaus', 'faizal', 'iman', 'zakry', 'haffiz', 'ahmad', 'sidqi', 'syahmie', 'sirajuddin', 'darwisy', 'irfan', 'harmie', 'fam', 'harimaumalaya', 'futsal', 'httpstcoizuvxoj']",putus johan futsal b bangsa hari lawan ahad oktober terengganu pj champz mota azarif ahmad iman firdaus faizal iman zakry haffiz ahmad sidqi syahmie sirajuddin darwisy irfan harmie fam harimaumalaya futsal httpstcoizuvxoj,"['putus johan', 'johan futsal', 'futsal b', 'b bangsa', 'bangsa hari', 'hari lawan', 'lawan ahad', 'ahad oktober', 'oktober terengganu', 'terengganu pj', 'pj champz', 'champz mota', 'mota azarif', 'azarif ahmad', 'ahmad iman', 'iman firdaus', 'firdaus faizal', 'faizal iman', 'iman zakry', 'zakry haffiz', 'haffiz ahmad', 'ahmad sidqi', 'sidqi syahmie', 'syahmie sirajuddin', 'sirajuddin darwisy', 'darwisy irfan', 'irfan harmie', 'harmie fam', 'fam harimaumalaya', 'harimaumalaya futsal', 'futsal httpstcoizuvxoj']","['putus johan futsal', 'johan futsal b', 'futsal b bangsa', 'b bangsa hari', 'bangsa hari lawan', 'hari lawan ahad', 'lawan ahad oktober', 'ahad oktober terengganu', 'oktober terengganu pj', 'terengganu pj champz', 'pj champz mota', 'champz mota azarif', 'mota azarif ahmad', 'azarif ahmad iman', 'ahmad iman firdaus', 'iman firdaus faizal', 'firdaus faizal iman', 'faizal iman zakry', 'iman zakry haffiz', 'zakry haffiz ahmad', 'haffiz ahmad sidqi', 'ahmad sidqi syahmie', 'sidqi syahmie sirajuddin', 'syahmie sirajuddin darwisy', 'sirajuddin darwisy irfan', 'darwisy irfan harmie', 'irfan harmie fam', 'harmie fam harimaumalaya', 'fam harimaumalaya futsal', 'harimaumalaya futsal httpstcoizuvxoj']"
1979758133489893855,Sun Oct 19 03:54:55 +0000 2025,0,Fam dan bagi kenyataan malaysia national team pun dah bagi kenyataan. Siapa je lagi tak bagi kenyataan?,1979758133489893855,,,in,,0,0,0,https://x.com/undefined/status/1979758133489893855,1965008557,,fam dan bagi kenyataan malaysia national team pun dah bagi kenyataan. siapa je lagi tak bagi kenyataan?,fam dan bagi kenyataan malaysia national team pun dah bagi kenyataan siapa je lagi tak bagi kenyataan,"['fam', 'dan', 'bagi', 'kenyataan', 'malaysia', 'national', 'team', 'pun', 'dah', 'bagi', 'kenyataan', 'siapa', 'je', 'lagi', 'tak', 'bagi', 'kenyataan']",fam dan bagi nyata malaysia national team pun dah bagi nyata siapa je lagi tak bagi nyata,"['fam dan', 'dan bagi', 'bagi nyata', 'nyata malaysia', 'malaysia national', 'national team', 'team pun', 'pun dah', 'dah bagi', 'bagi nyata', 'nyata siapa', 'siapa je', 'je lagi', 'lagi tak', 'tak bagi', 'bagi nyata']","['fam dan bagi', 'dan bagi nyata', 'bagi nyata malaysia', 'nyata malaysia national', 'malaysia national team', 'national team pun', 'team pun dah', 'pun dah bagi', 'dah bagi nyata', 'bagi nyata siapa', 'nyata siapa je', 'siapa je lagi', 'je lagi tak', 'lagi tak bagi', 'tak bagi nyata']"
1979755214191415630,Sun Oct 19 03:43:19 +0000 2025,0,Tonton semula LIVE Julang tentang isu Naturalisasi di YouTube @JulangMY Isu ni tak habis lagi geng ‍ #Julang #Sukan #Malaysia #FAM #HarimauMalaya https://t.co/rKoawjFA4O,1979755214191415630,https://pbs.twimg.com/amplify_video_thumb/1979754868333043713/img/E8urwjBh_5UnviPv.jpg,,in,,0,0,0,https://x.com/undefined/status/1979755214191415630,1831551652702384128,,tonton semula live julang tentang isu naturalisasi di youtube @julangmy isu ni tak habis lagi geng ‍ #julang #sukan #malaysia #fam #harimaumalaya https://t.co/rkoawjfa4o,tonton semula live julang tentang isu naturalisasi di youtube julangmy isu ni tak habis lagi geng  julang sukan malaysia fam harimaumalaya httpstcorkoawjfao,"['tonton', 'semula', 'live', 'julang', 'tentang', 'isu', 'naturalisasi', 'di', 'youtube', 'julangmy', 'isu', 'ni', 'tak', 'habis', 'lagi', 'geng', 'julang', 'sukan', 'malaysia', 'fam', 'harimaumalaya', 'httpstcorkoawjfao']",tonton mula live julang tentang isu naturalisasi di youtube julangmy isu ni tak habis lagi geng julang sukan malaysia fam harimaumalaya httpstcorkoawjfao,"['tonton mula', 'mula live', 'live julang', 'julang tentang', 'tentang isu', 'isu naturalisasi', 'naturalisasi di', 'di youtube', 'youtube julangmy', 'julangmy isu', 'isu ni', 'ni tak', 'tak habis', 'habis lagi', 'lagi geng', 'geng julang', 'julang sukan', 'sukan malaysia', 'malaysia fam', 'fam harimaumalaya', 'harimaumalaya httpstcorkoawjfao']","['tonton mula live', 'mula live julang', 'live julang tentang', 'julang tentang isu', 'tentang isu naturalisasi', 'isu naturalisasi di', 'naturalisasi di youtube', 'di youtube julangmy', 'youtube julangmy isu', 'julangmy isu ni', 'isu ni tak', 'ni tak habis', 'tak habis lagi', 'habis lagi geng', 'lagi geng julang', 'geng julang sukan', 'julang sukan malaysia', 'sukan malaysia fam', 'malaysia fam harimaumalaya', 'fam harimaumalaya httpstcorkoawjfao']"
1979107704296870064,Sun Oct 19 03:41:11 +0000 2025,0,@wallpassjournal @FAM_Malaysia @OfficialJohor @FIFAcom fansnya lagi seneng banget rank nyalip timnas indo pd g mikir tgl 30 beso nangis berjamah sanksi dari fifa turun lebih berat kalau terbukti dokumen palsu.,1979754674329993592,,wallpassjournal,in,,0,0,0,https://x.com/undefined/status/1979754674329993592,1468178216443514881,,@wallpassjournal @fam_malaysia @officialjohor @fifacom fansnya lagi seneng banget rank nyalip timnas indo pd g mikir tgl 30 beso nangis berjamah sanksi dari fifa turun lebih berat kalau terbukti dokumen palsu.,wallpassjournal fammalaysia officialjohor fifacom fansnya lagi seneng banget rank nyalip timnas indo pd g mikir tgl  beso nangis berjamah sanksi dari fifa turun lebih berat kalau terbukti dokumen palsu,"['wallpassjournal', 'fammalaysia', 'officialjohor', 'fifacom', 'fansnya', 'lagi', 'seneng', 'banget', 'rank', 'nyalip', 'timnas', 'indo', 'pd', 'g', 'mikir', 'tgl', 'beso', 'nangis', 'berjamah', 'sanksi', 'dari', 'fifa', 'turun', 'lebih', 'berat', 'kalau', 'terbukti', 'dokumen', 'palsu']",wallpassjournal fammalaysia officialjohor fifacom fansnya lagi neng banget rank nyalip timnas indo pd g mikir tgl beso nang jamah sanksi dari fifa turun lebih berat kalau bukti dokumen palsu,"['wallpassjournal fammalaysia', 'fammalaysia officialjohor', 'officialjohor fifacom', 'fifacom fansnya', 'fansnya lagi', 'lagi neng', 'neng banget', 'banget rank', 'rank nyalip', 'nyalip timnas', 'timnas indo', 'indo pd', 'pd g', 'g mikir', 'mikir tgl', 'tgl beso', 'beso nang', 'nang jamah', 'jamah sanksi', 'sanksi dari', 'dari fifa', 'fifa turun', 'turun lebih', 'lebih berat', 'berat kalau', 'kalau bukti', 'bukti dokumen', 'dokumen palsu']","['wallpassjournal fammalaysia officialjohor', 'fammalaysia officialjohor fifacom', 'officialjohor fifacom fansnya', 'fifacom fansnya lagi', 'fansnya lagi neng', 'lagi neng banget', 'neng banget rank', 'banget rank nyalip', 'rank nyalip timnas', 'nyalip timnas indo', 'timnas indo pd', 'indo pd g', 'pd g mikir', 'g mikir tgl', 'mikir tgl beso', 'tgl beso nang', 'beso nang jamah', 'nang jamah sanksi', 'jamah sanksi dari', 'sanksi dari fifa', 'dari fifa turun', 'fifa turun lebih', 'turun lebih berat', 'lebih berat kalau', 'berat kalau bukti', 'kalau bukti dokumen', 'bukti dokumen palsu']"
1979107704296870064,Sun Oct 19 03:32:21 +0000 2025,0,@9773Lol @wallpassjournal @FAM_Malaysia @OfficialJohor @FIFAcom @anwaribrahim Mungkin kat selatan boleh kot. Kalau ikut suka hati mak bapak la.,1979752453181727006,,9773Lol,in,,0,0,0,https://x.com/undefined/status/1979752453181727006,1570575570467168256,,@9773lol @wallpassjournal @fam_malaysia @officialjohor @fifacom @anwaribrahim mungkin kat selatan boleh kot. kalau ikut suka hati mak bapak la.,lol wallpassjournal fammalaysia officialjohor fifacom anwaribrahim mungkin kat selatan boleh kot kalau ikut suka hati mak bapak la,"['lol', 'wallpassjournal', 'fammalaysia', 'officialjohor', 'fifacom', 'anwaribrahim', 'mungkin', 'kat', 'selatan', 'boleh', 'kot', 'kalau', 'ikut', 'suka', 'hati', 'mak', 'bapak', 'la']",lol wallpassjournal fammalaysia officialjohor fifacom anwaribrahim mungkin kat selatan boleh kot kalau ikut suka hati mak bapak la,"['lol wallpassjournal', 'wallpassjournal fammalaysia', 'fammalaysia officialjohor', 'officialjohor fifacom', 'fifacom anwaribrahim', 'anwaribrahim mungkin', 'mungkin kat', 'kat selatan', 'selatan boleh', 'boleh kot', 'kot kalau', 'kalau ikut', 'ikut suka', 'suka hati', 'hati mak', 'mak bapak', 'bapak la']","['lol wallpassjournal fammalaysia', 'wallpassjournal fammalaysia officialjohor', 'fammalaysia officialjohor fifacom', 'officialjohor fifacom anwaribrahim', 'fifacom anwaribrahim mungkin', 'anwaribrahim mungkin kat', 'mungkin kat selatan', 'kat selatan boleh', 'selatan boleh kot', 'boleh kot kalau', 'kot kalau ikut', 'kalau ikut suka', 'ikut suka hati', 'suka hati mak', 'hati mak bapak', 'mak bapak la']"
